ID,Period,StudentAcademicLevel,StudentCategory,StudentLocation,FullTimePartTimeIndicator,AlumniChild,Ethnicity,Gender,ChurchAffiliation,CitizenshipCountry,InternationalIndicator,Continent,CountryResidency,DualCitizenship,ABDIndicator,USCitizensBreakdown
826,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
827,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
828,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
829,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
830,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
831,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
832,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
833,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Multi-Racial,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
834,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
835,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
836,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
837,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
838,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
839,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
840,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Roman Catholic,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
841,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
842,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
843,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
844,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
845,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
846,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
847,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
848,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
849,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,Asia,South Korea,Non Dual Citizen,ABD,US Citizens Living Abroad
850,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
851,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
852,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
853,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
854,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
855,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Black or African American,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
856,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
857,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
858,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
859,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
860,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
861,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
862,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
863,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
864,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
865,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
866,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Asian,Female,Other Church,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
867,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
868,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
869,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Black or African American,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
870,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
871,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
872,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
873,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Not Stated,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
874,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
875,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
876,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
877,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Asian,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
878,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
879,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
880,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Presbyterian,South Korea,Intl Citz,Africa,Uganda,Non Dual Citizen,Not ABD,Non-US Citizen
881,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
882,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Not Stated,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
883,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
884,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
885,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
